OC1,OC3,HI1,HI2,HI3,HI4,HRA1,HRA1A,HRA1B,HRA1E,CP1,CP2,CP3,CP4,CP5,HP1,HP2,HP3,HP4,HP5,HP5A,HP6,HP7A,HP7B,HP7C,HP7D,HP7D1,HP7D2,HP7D3,HP7E,HP7E1,HP7F,HP7F1,HP7F2,HP7F3,HP7F4,HP7F5,HP7F6,HP7F7,HP7F8,HP7F9,HP7F10,HP7F11,HP7G,HP8,HPR1_1,HPR1_1A,HPR1_1B,HPR1_1C,HPR1_2A,HPR1_2B,HPR1_2C,HPR1_2D,HPR1_2E,HPR1_2F,HPR1_2G,HPR1_2H,HPR1_2I,HPR1_2J,HPR1_2K,HPR2_1,HPR2_1A,HPR2_1B,HPR2_1C,HPR2_2A,HPR2_2B,HPR2_2C,HPR2_2D,HPR2_3A,HPR2_3B,HPR2_3C,HPR2_3D,HPR2_4A,HPR2_4B,HPR2_4C,HPR2_4D,HPR2_4E,HPR3_1,HPR3_1A,HPR3_1B,HPR3_1C,HPR3_2,HPR4_1,HPR4_1A,HPR4_1B,HPR4_1C,HPR4_2A,HPR4_2B,HPR4_2C,HPR4_2D,HPR4_2E,HPR4_2F,HPR4_2G,HPR4_2G1,HPR4_2G2,HPR4_2G3,HPR4_2G4,HPR4_2G5,HPR4_2G6,HPR4_2G7,HPR5_1,HPR5_1A,HPR5_1B,HPR6_1,HPR6_1A,HPR6_1B,HPR6_1C,HPR7_1,HPR7_1A,HPR7_1B,HPR7_1C,HPR8_1,HPR8_1A,HPR8_1B,HPR8_1C,HPR9_1,HPR9_1A,HPR9_1B,HPR9_1C,HS11,HS11_2,HS11A,HS12,HS12_2,HS13,HS13_2,HS14,HS14_2,HS15,HS15_2,HS16,HS16_2,HS17,HS17_2,HS18,HS18_2,HS19,HS19_2,HS2A,HS2B,HS3,DM11M1,DM11M2,DM11M3,DM12M1,DM12M2,DM12M3,DM13M1,DM13M2,DM13M3,DM14M1,DM14M2,DM14M3,DM15M1,DM15M2,DM15M3,DM16M1,DM16M2,DM16M3,DM17M1,DM17M2,DM17M3,DM18M1,DM18M2,DM18M3,DM19M1,DM19M2,DM19M3,DM20M1,DM20M2,DM20M3,DM2A,DM2B,DM3,KP2,KP3_1,KP3_2,KP3_3,KP4,KP5A,KP5C,KP5E,KP5F,KP5G,KP5H,KP5J,KP5J_01,WL1,WL2,WL3M1,WL3M2,WL3M3,WL3M4,WL3M5,WL5,WL6,WL7,WL8,WL9,WL11,WL12,WL14,WL15,B1_1,B1_2,B1_3,B1_4,B1_5,B1_6,B1_7,B1_8,B1_9,B1_10,B1_11,B1_12,OSH1,OSH2,OSH3,OSH4,OSH5,OSH6,OSH7_1,OSH7_2,OSH7_3,E1M1,E1M2,E1M3,E1M4,E1M5,E1M6,E1M7,E1M8,E1M9,E2,WD1_1,WD1_2,WD2,WD3,WD4,WD5,WD6,WD7,HPR5_2A_S,HPR5_2B_S,HPR5_2C_S,HPR5_2D_S,HPR5_2E_S,WL1_1_S,WL1_2_S,WL1_3_S,WL1_4_S,WL1_5_S,HPR9_2A_S,HPR9_2B_S,HPR9_2C_S,HPR9_2D_S,HPR9_2E_S,HPR9_2F_S,HPR8_2A_S,HPR8_2B_S,HPR8_2C_S,HPR8_2D_S,HPR8_2E_S,HPR7_2A_S,HPR7_2C_S,HPR7_2D_S,HPR7_2E_S,HPR7_2F_S,HPR6_2A_S,HPR6_2B_S,HPR6_2C_S,HPR6_2D_S,HPR6_2E_S,OSH7_1_S,OSH7_2_S,OSH7_4_S,OSH7_6_S,OSH8_S,OSH81A_S,OSH81B_S,OSH81C_S,KP1A_S,KP1B_S,KP1C_S,KP1D_S,KP1E_S,KP1F_S,xxx,KP1G_S_01,HOSPITAL,OC1_07,WL3_05,E1_09,Suppquex,Id,Region,CDC_Region,Industry,Size,Varstrata,"Filwt_worksite,,,,"
7,2,3,,2,2,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,5,,5,,,,,,1,1,,5,1,2,1,1,1,2,2,2,1,,,,,,,,,,,,,0.17,0.83,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,office mager,,,2,44174,2,4,1,1,169,"1406.0170235,,,,"
1,2,1,3,2,1,2,,,,1,1,1,1,2,1,3,3,1,4,4,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,4,1,2,1,2,2,2,2,1,2,2,2,2,1,1,3,1,1,2,2,1,2,1,1,2,2,2,2,2,2,1,1,3,1,,1,1,3,1,2,,1,1,1,1,1,1,1,1,1,1,2,1,1,1,3,1,,2,,1,1,2,,1,1,2,,1,1,4,,2,9,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,1,2,2,3,1,2,2,2,2,2,2,,,1,2,1,1,2,2,,1,1,2,1,2,2,2,2,4,1,1,2,2,1,3,1,1,2,4,1,1,2,1,1,1,1,1,1,1,1,1,2,2,2,2,2,1,2,8,0.50,0.10,0.25,0.80,0.35,0.05,0.00,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,44220,3,7,1,4,340,"323.70537522,,,,"
7,3,,,,1,,,,,1,1,,1,1,1,,,1,,,,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Employee Health,,,2,44263,1,3,7,1,0,"47.793940929,,,,"
1,3,1,1,1,1,2,,,,2,1,2,2,2,1,5,1,1,3,4,1,1,1,2,2,,,,2,,2,,,,,,,,,,,,,,2,,,,2,2,1,2,1,2,2,2,1,2,2,2,,,,1,2,2,2,2,2,2,2,9,9,9,9,9,2,,,,2,2,,,,2,2,1,1,2,1,1,2,2,1,2,2,1,1,2,,,2,,,,1,1,4,4,2,,,,2,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,4,1,2,2,1,2,2,1,2,2,1,2,2,2,1,2,1,2,2,1,2,2,1,2,2,2,1,2,,,,,2,2,3,,,,,,,,,,,,,3,2,1,1,1,2,2,1,1,1,1,1,2,2,2,2,1,1,5,4,4,4,,,1,1,3,4,1,2,1,1,1,1,1,1,1,1,2,2,1,2,2,2,1,2,8,0.15,0.15,0.63,0.33,0.00,0.20,0.00,0.07,2,1,1,1,2,9,9,9,9,9,2,2,2,2,2,1,1,1,2,2,2,1,2,1,1,1,2,2,2,2,2,1,1,2,1,1,1,1,1,2,1,2,2,2,2,2,,0,,,,1,44277,1,2,6,2,98,"726.9693543,,,,"
7,4,1,3,2,1,1,3,2,2,2,2,2,2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,2,2,2,2,1,1,1,1,2,2,2,2,2,1,1,,,,1,1,1,,1,1,2,1,1,1,1,1,1,1,,,,,,,,,,,0.30,0.35,0.33,0.33,0.00,0.00,0.00,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Administration,,,2,44279,2,6,4,2,306,"1909.6401781,,,,"
7,2,3,,2,2,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,3,2,2,1,1,2,2,1,1,2,2,1,2,1,2,2,3,,4,2,3,3,,1,3,2,4,2,1,1,2,2,1,2,1,1,1,1,2,2,2,2,2,2,2,2,9,0.33,0.08,0.33,,0.25,0.08,0.00,0.04,5,5,5,5,5,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,1,1,1,1,5,5,5,5,5,5,5,,0,Owner,,,1,44296,5,10,4,1,529,"325.95916379,,,,"
7,3,3,,2,2,2,,,,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,3,2,1,1,1,2,2,1,1,2,1,1,2,1,2,2,1,1,4,3,3,1,1,,1,1,3,2,2,,2,1,1,2,1,1,1,1,2,2,1,2,2,2,2,2,7,0.10,0.30,0.30,0.10,0.10,0.00,0.00,0.00,5,5,5,5,5,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,1,1,1,2,9,9,9,5,5,5,5,5,5,5,,0,Mgmt,,,1,44309,5,10,3,2,522,"162.2021559,,,,"
7,2,2,1,2,1,2,,,,1,1,1,1,1,1,3,1,1,4,4,,1,1,1,1,2,1,1,1,2,2,,,,,,,,,,,,5,3,2,,,,2,1,2,2,1,2,2,1,1,2,2,1,1,1,4,2,2,2,2,2,2,2,2,9,9,9,9,9,2,,,,2,2,,,,2,2,1,1,2,1,1,2,2,2,1,2,1,2,2,,,2,,,,2,,,,2,,,,2,,,,1,1,2,1,1,1,1,1,1,2,9,2,9,2,9,2,9,2,9,3,4,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,1,1,2,2,2,1,2,1,1,2,1,,,1,1,1,1,1,2,2,1,2,1,2,1,2,2,2,2,3,1,1,,,,3,,2,2,,,1,2,2,1,1,1,,1,,1,2,2,2,2,2,2,2,2,4,0.20,0.05,0.40,0.45,0.00,0.00,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,health & wellness as described by IC,,,2,44312,5,10,1,3,507,"615.78273127,,,,"
7,,1,,,1,1,,,,1,1,1,1,2,1,,1,1,1,4,1,1,1,1,1,,,,1,,1,1,1,1,1,,1,1,,,1,1,,2,1,3,4,,2,1,2,1,1,,1,,2,2,1,1,3,4,,1,2,1,1,1,1,1,2,1,,1,1,2,1,1,4,,,1,3,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Employee Health,,,2,44316,5,10,7,8,0,"47.793940929,,,,"
7,3,2,1,1,1,1,3,1,1,1,1,1,1,2,1,5,3,1,3,3,1,1,,1,,,,,1,1,2,,,,,,,,,,,,9,3,1,3,4,1,1,1,1,1,1,2,1,1,2,2,1,1,3,4,1,1,2,1,1,1,1,1,1,2,,2,1,2,2,,,,1,1,3,4,1,,1,1,1,,1,1,2,1,2,1,1,1,1,2,,,2,,,,2,,,,1,2,3,1,1,1,3,1,1,2,2,1,2,1,2,1,2,,,,,,,,,,,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,2,2,,,,4,2,1,1,1,1,1,1,1,2,1,2,2,2,2,,2,1,2,2,2,2,1,2,2,1,1,1,1,1,1,2,3,5,3,1,5,5,5,2,1,3,4,5,1,2,2,1,1,2,1,2,2,1,1,1,1,1,1,1,1,2,6,0.20,0.11,0.82,,,,0.15,,2,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,1,1,,2,1,1,1,1,1,1,1,1,,1,1,2,1,1,1,1,2,1,1,1,1,2,,,,1,Occupatiol Health,"Paid Time off ( can be used for sick , vacation or other needs)",,1,44343,1,3,7,8,0,"47.793940929,,,"
7,2,1,3,2,1,1,2,,2,1,2,2,2,2,1,3,2,2,5,,2,2,2,2,2,,,,2,,2,,,,,,,,,,,,2,1,2,,,,2,2,2,2,2,2,2,2,1,2,2,2,,,,1,2,2,2,2,1,1,1,2,2,2,2,2,2,,,,2,1,3,2,1,2,2,1,1,2,2,2,,,,,,,,2,,,2,,,,2,,,,1,1,2,1,2,,,,1,,2,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,1,2,1,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,2,1,2,2,2,2,2,3,2,2,1,1,2,2,,2,1,1,2,2,2,2,,2,2,1,2,1,2,2,1,2,1,2,1,2,2,2,2,4,4,5,3,3,4,4,3,3,3,4,4,1,2,1,1,1,2,1,2,1,1,2,2,1,1,2,2,2,2,7,0.10,0.15,0.10,0.10,0.10,0.05,0.00,0.05,2,2,1,1,1,1,1,1,2,2,2,2,2,2,1,1,2,1,2,1,2,2,1,2,1,1,2,1,2,1,2,1,2,2,1,2,9,9,9,2,2,2,2,2,2,2,,0,Fince,,,1,44377,1,3,4,1,137,"988.25606854,,,,"
3,6,1,3,2,1,1,1,3,1,1,1,1,1,1,1,5,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,,1,5,1,1,3,1,3,2,1,1,2,2,1,1,1,1,2,2,1,3,4,3,1,2,2,1,2,1,1,2,2,2,2,2,2,1,3,4,2,1,1,3,4,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,3,4,1,3,3,1,1,3,4,3,1,3,4,3,1,3,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,4,1,1,1,2,1,1,1,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,2,4,,1,1,1,1,1,4,2,2,2,1,2,1,1,,2,1,2,1,2,2,2,2,2,1,1,1,1,2,2,2,1,1,1,1,3,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,8,,,,,,0.00,,0.10,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,2,1,2,1,2,1,1,1,1,1,1,1,2,1,2,1,1,1,2,2,,0,,,,1,44439,3,7,3,4,356,"585.77030491,,,,"
1,,2,3,1,1,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,,1,1,2,1,2,2,1,1,,,1,,,,2,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,44449,5,10,3,4,524,"461.1483669,,,,"
1,2,2,1,1,1,,,,,1,1,,1,1,1,5,3,2,,,2,1,2,2,2,,,,1,1,1,1,1,1,2,2,2,,,,,,,3,1,3,2,2,2,1,2,2,2,2,1,2,2,2,2,1,1,,,1,1,2,2,1,2,2,2,2,2,2,2,2,1,3,2,,1,1,3,2,,1,1,2,1,2,1,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,1,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,44457,3,5,5,1,257,"2324.144746,,,,"
7,3,1,3,2,1,2,,,,2,2,2,2,2,1,2,2,1,,,,1,2,2,2,,,,,,,,,,,,,,,,,,,,1,,4,1,2,2,2,2,2,2,2,2,2,2,2,1,3,4,1,1,1,2,1,2,2,2,2,9,9,9,9,9,2,,,,,2,,,,2,2,2,2,2,2,1,1,1,1,1,1,1,1,2,,,2,,,,2,,,,2,,,,2,,,,2,9,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,1,,,,,,,1,,,,,,3,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,,,,,,,,,,,,,1,2,2,1,1,1,,1,,,,,,,,,,,7,0.05,0.15,0.75,0.25,0.00,0.00,0.00,0.00,2,2,1,1,1,9,9,9,9,9,2,2,2,2,2,2,2,1,2,1,1,2,2,2,1,1,2,2,2,2,2,1,2,2,2,2,9,9,9,2,1,2,2,2,2,2,,0,principle,,,1,44463,1,3,5,1,145,"1068.8821628,,,,"
1,4,1,3,2,1,,,,,,1,1,2,1,1,3,1,,5,,2,1,1,2,2,,,,1,2,2,,,,,,,,,,,,,3,1,3,1,,1,1,1,2,2,2,2,2,2,1,2,2,,,,1,2,2,2,2,2,2,2,9,9,9,9,9,2,,,,2,1,1,1,,2,2,1,1,2,2,1,1,1,1,1,1,1,1,2,,,2,,,,2,,,,2,,,,2,,,,1,2,2,1,2,1,2,1,2,2,9,2,9,2,9,2,9,2,9,2,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,2,,,,,,,,,,,,,3,1,1,2,1,2,2,1,2,2,1,2,2,2,2,2,,,,,,,,,,,,,,,1,1,1,1,,,,1,1,1,1,1,2,1,2,2,,,,0.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,44470,3,7,6,2,378,"363.06592707,,,,"
7,2,2,3,2,1,,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,,2,1,1,1,2,2,1,2,2,2,2,2,2,2,2,,,,,,,,,,,,,1,,,,,,,,,2,2,2,1,1,2,2,2,2,,0.15,0.05,,,,0.00,,0.10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,Mager,,,2,44475,1,2,3,3,75,"1225.3063572,,,,"
7,,3,,2,2,2,,,,2,2,2,1,2,1,5,3,2,5,,2,1,1,2,2,,,,1,2,2,,,,,,,,,,,,,,2,,,,2,2,2,2,2,2,,2,1,2,2,2,,,,1,2,2,2,2,2,2,2,9,9,9,9,9,2,,,,2,2,,,,,2,2,2,2,1,1,,,,,1,2,1,1,1,3,1,2,1,1,,,,,1,1,3,1,2,,,,2,9,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,2,9,,,4,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,2,2,3,,,,,,,,,,,,,2,2,2,2,1,2,2,1,2,1,2,1,2,2,2,2,4,,3,4,5,4,4,4,3,4,5,5,,,2,1,2,1,2,2,2,1,2,2,2,2,2,2,2,2,7,0.75,0.03,0.65,0.35,0.50,0.00,0.00,0.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,office mager,,,2,44517,4,8,3,1,409,"1468.1701246,,,,"
2,,2,3,2,1,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,3,2,1,2,1,2,2,2,1,1,2,1,2,2,2,2,,,,3,,,,1,,,2,2,2,,1,1,1,2,2,2,1,1,2,1,1,2,2,2,2,2,4,,,,0.90,0.00,0.02,0.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,2,44521,2,4,1,3,171,"2348.0115566,,,,"
,1,1,1,2,1,1,2,3,2,1,1,1,1,1,1,4,1,1,4,3,1,1,,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,9,3,1,3,4,2,1,1,1,2,1,1,1,2,2,2,1,1,3,4,4,1,1,2,1,1,1,1,2,1,2,2,2,2,1,3,4,1,,1,1,1,1,2,1,1,1,,1,1,2,1,1,1,1,1,2,1,3,4,,,,,1,1,1,4,1,1,1,2,1,1,1,1,1,,2,1,,1,,1,2,1,,2,9,2,9,2,9,2,9,1,1,3,2,2,2,1,1,2,1,2,2,1,2,2,2,2,2,1,2,2,1,2,2,1,2,2,1,2,2,2,2,2,4,2,1,1,1,2,2,3,1,2,1,2,2,1,2,,1,1,1,1,1,2,2,1,1,1,1,1,1,2,1,2,4,1,5,1,4,1,2,1,1,2,1,1,1,2,1,1,1,1,2,1,1,2,2,2,1,2,2,2,2,2,7,0.40,0.15,0.20,0.80,0.80,0.05,0.10,0.50,2,1,1,1,1,1,1,1,1,1,1,2,2,2,2,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,2,9,9,9,2,2,2,2,2,2,2,,0,environmental compliance mager,,,1,44529,2,4,3,1,185,"1726.7705723,,,,"
7,,1,3,2,1,2,,,,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,3,2,1,1,1,2,2,1,2,2,1,1,1,2,2,2,,,,,,,,,,,,,2,,1,2,1,1,1,1,1,2,1,2,2,2,2,2,1,2,10,0.07,0.07,0.07,0.50,0.00,0.00,0.00,0.00,5,5,5,5,5,9,9,9,9,9,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,2,2,2,2,9,9,9,5,5,5,5,5,5,5,,0,President,,,1,44537,5,9,1,1,449,"1226.1416065,,,,"
1,3,1,1,2,2,2,,,,2,1,1,1,1,1,4,1,1,5,,2,1,1,2,1,2,1,1,2,,2,,,,,,,,,,,,3,1,2,,,,2,2,2,2,2,1,1,2,2,2,2,1,1,4,1,1,2,2,2,2,1,1,2,2,2,2,1,2,1,1,1,1,,1,1,1,1,1,2,,2,2,1,1,1,1,1,1,1,1,1,2,,,2,,,,1,1,1,1,1,1,1,2,2,,,,1,1,1,1,1,1,1,1,1,2,9,2,9,2,9,2,9,2,9,3,2,1,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,1,1,1,2,2,3,2,2,1,2,2,1,2,,2,1,1,2,1,2,1,2,2,1,2,,1,2,2,2,5,2,4,3,3,3,3,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,8,0.15,0.22,0.73,0.22,,0.02,0.00,0.40,1,2,1,1,2,1,1,1,1,1,2,2,2,2,1,1,1,2,2,2,2,1,1,1,1,1,2,2,2,,2,1,1,1,1,1,2,2,2,2,1,2,2,2,2,,,1,,Extended Illness Benefits if are out of work due to serious illness for more than 5 work days,Training materials on a variety of safety related topics.,1,44551,4,6,7,4,0,"47.793940929,,,,"
1,2,2,3,2,1,2,,,,2,1,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,5,5,,,,5,5,5,5,5,5,5,,,,,,,,5,,,5,,,,5,,,,5,,,,5,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,5,5,5,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,3,,5,,,,,,3,,,3,,,1,1,1,1,,,,1,1,2,2,2,2,2,2,2,5,,,,,,0.01,0.00,,5,5,5,5,5,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,,,,,2,9,9,9,5,5,5,5,5,5,5,,0,,,,1,44560,3,5,2,2,234,"2999.7447818,,,,"
